gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_group,Churn
0,0,1,0,1,2,0,2,2,2,0,0,0,2,0,0,66.9,4370.25,5,0
1,0,0,0,1,2,1,0,0,0,0,2,2,0,0,1,96.6698508893343,926.5956800511348,0,1
0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,55.001760084726136,1206.1651506484716,1,1
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,0,20.7,39.85,0,0
0,0,1,1,0,1,0,2,2,0,2,2,2,2,0,3,58.65,4145.25,5,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.14297786363061,20.14297786363061,0,1
1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,74.70905439514726,74.70905439514726,0,1
1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,24.1,1734.65,5,0
0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2,69.55,69.55,0,1
1,1,0,0,1,0,2,1,1,1,1,1,1,0,0,2,19.2,37.2,0,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.73550066739739,69.73550066739739,0,1
0,0,1,1,1,0,2,1,1,1,1,1,1,2,1,3,19.7,263.65,1,0
0,1,0,0,1,2,1,0,2,0,0,0,2,0,0,2,89.5,161.5,0,1
0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,1,82.49183036343024,2586.5674035880843,2,1
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,76.76173185421226,814.1829670202666,0,1
0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,50.680088520578714,50.680088520578714,0,1
1,0,0,0,1,2,1,0,0,2,0,2,2,0,1,2,101.45,101.45,0,1
1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,2,20.55,99.45,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,69.90159630483369,135.5035344109574,0,1
0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,79.9877930672259,79.9877930672259,0,1
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.85,64.48206378617292,0,1
0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,2,88.29419784322165,166.88387365201353,0,1
1,1,1,0,1,0,1,0,0,2,0,2,2,0,1,2,95.75,573.75,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,35.79867762863452,108.85929126838872,0,1
1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.10300878663061,70.10300878663061,0,1
0,0,1,0,1,0,1,0,0,0,0,2,2,0,0,2,94.861814568394,848.3820078121694,0,1
0,0,1,1,1,0,0,2,2,2,2,0,0,1,1,3,66.25,1533.8,1,0
0,0,0,0,1,0,1,1,0,1,0,2,2,0,1,2,97.88245220558447,2754.7255266377247,2,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,45.840899888166994,45.840899888166994,0,1
0,0,1,1,1,0,2,1,1,1,1,1,1,2,1,0,19.25,1372.9,5,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,70.83627715050346,70.83627715050346,0,1
0,0,0,0,1,1,1,0,2,1,0,2,2,0,0,1,101.80443659410696,4435.618362392449,3,1
1,0,1,0,1,2,1,0,0,0,0,2,0,0,1,2,82.85,460.25,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,25.25,186.3,0,0
1,0,1,1,1,2,1,0,2,2,2,2,2,2,1,1,109.2,6741.15,5,0
0,1,0,0,1,2,0,0,0,0,2,0,0,0,0,1,55.0,757.1,1,1
1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,2,29.95,248.95,0,1
0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,50.28580641423702,443.9568694587105,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,73.58905405514363,622.6279249433238,0,1
0,0,1,0,1,2,1,2,2,0,0,2,0,0,1,2,94.75,5597.65,4,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,44.954345509124174,96.2458975702022,0,1
0,0,0,0,1,2,0,2,0,0,0,0,2,0,1,0,64.65,994.55,1,1
1,0,0,0,1,2,1,0,0,0,0,2,2,0,1,0,94.85,462.8,0,1
0,0,1,0,1,2,0,0,2,2,2,2,2,2,1,1,83.3,5894.5,5,0
1,0,0,0,1,0,2,1,1,1,1,1,1,1,1,3,20.35,422.7,1,0
1,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,80.25,144.55,0,1
0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.65,69.65,0,1
1,0,0,0,1,2,1,0,2,0,0,2,2,0,0,2,100.85,819.55,0,1
0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,74.9,2659.45,2,0
0,0,0,0,1,1,1,0,0,0,0,2,2,0,1,1,97.72875012425932,289.78359351701374,0,1
1,1,0,0,1,2,1,2,0,0,0,2,0,0,1,2,90.6,1660.0,1,1
0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,2,79.6,195.05,0,1
1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,51.5,900.5,1,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.57420910062771,70.57420910062771,0,1
1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,88.45,370.65,0,1
0,1,1,0,1,2,1,2,2,2,2,0,2,1,1,1,105.4,7035.6,5,0
0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,69.25,0,1
1,0,0,0,1,2,1,0,0,2,1,2,2,2,1,0,105.5046293676016,7356.457932123452,5,1
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,20.05,237.7,0,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,73.68989272661933,189.88058750201077,0,1
0,0,0,0,1,0,1,2,0,0,0,2,2,0,1,2,95.6,95.6,0,1
1,1,0,0,1,2,1,0,0,1,0,2,0,0,0,2,92.21080842885898,285.9772618322244,0,1
1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,80.5,80.5,0,1
1,0,1,0,1,0,1,0,0,2,0,2,2,1,1,2,95.8,3036.75,2,1
0,0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,25.25,274.7,0,0
1,0,1,1,1,0,2,1,1,1,1,1,1,2,1,0,19.6,1387.45,5,0
0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.6,780.25,3,0
0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,3,50.55,50.55,0,1
0,0,0,0,1,0,0,1,2,2,1,2,2,0,0,0,87.34105666471544,2531.643120870975,1,1
0,0,1,1,1,0,0,2,0,0,0,0,0,1,1,0,49.7,2961.4,5,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,25.162378731766612,25.162378731766612,0,1
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,20.35,1458.1,5,0
0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,3,55.7,795.15,1,0
1,0,0,1,1,0,0,0,2,2,2,0,0,1,1,2,61.0,3283.05,4,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,19.5,470.2,1,0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,20.25,383.65,1,0
0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,2,43.05550111993335,668.6702976153621,1,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,42.9,42.9,0,1
1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,75.31008691039605,75.31008691039605,0,1
0,0,0,0,1,0,1,0,0,2,0,1,0,0,1,2,83.47515429137523,1060.1597531337995,1,1
1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,70.45,2597.6,3,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,49.62252663392037,901.2509893464319,1,1
1,0,0,0,1,2,2,1,1,1,1,1,1,2,1,0,25.1,1725.0,5,0
0,0,1,1,1,2,1,2,2,0,0,2,0,2,1,0,95.9,6954.15,5,0
0,0,0,0,1,2,1,2,2,2,2,2,2,2,1,2,118.65,8477.6,5,0
1,0,0,0,1,2,1,0,0,0,0,2,2,0,0,2,95.10477739265833,655.7453023663412,0,1
0,0,0,0,1,2,1,0,2,2,0,2,2,2,1,2,104.6,4759.85,3,1
0,0,1,1,1,0,1,0,0,2,0,0,0,2,0,2,76.05,5436.45,5,0
0,0,0,1,1,0,1,0,0,1,1,0,2,0,0,0,90.2920271874249,190.31073856020083,0,1
0,0,0,0,1,2,1,0,0,2,2,2,2,1,1,2,106.59671247247677,6428.471229763003,4,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.9,69.9,0,1
1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,25.25,1573.05,5,0
0,0,1,0,1,0,1,0,0,0,0,1,2,0,0,2,89.93256415315378,1769.013171588879,1,1
0,0,0,0,1,0,1,1,0,2,2,0,2,0,1,0,94.87263972884922,388.36243825203456,0,1
0,0,1,0,1,2,1,2,0,0,2,2,0,0,1,1,96.2,1222.05,0,1
0,0,1,0,1,2,1,0,2,0,0,2,2,0,1,2,100.0,1534.75,1,1
1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,50.9,50.9,0,1
0,0,1,0,1,0,2,1,1,1,1,1,1,1,0,3,19.2,459.6,2,0
0,0,0,1,1,2,1,0,0,0,0,1,0,0,1,1,86.94438073540663,2697.5413817730705,2,1
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,24.35,150.85,0,0
0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,3,70.45,70.45,0,1
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,0,19.85,1253.65,5,0
1,0,0,0,1,2,2,1,1,1,1,1,1,2,1,1,25.3,1474.35,4,0
0,0,1,0,1,2,2,1,1,1,1,1,1,2,1,0,25.25,1841.2,5,0
0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,55.3,196.15,0,1
1,0,1,1,1,2,2,1,1,1,1,1,1,2,1,0,24.0,1664.3,5,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,19.1,53.05,0,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,20.3,275.4,1,0
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,20.2,1412.65,5,0
1,1,1,0,1,0,1,0,2,2,0,2,0,1,1,2,90.65,5199.8,4,0
0,0,1,0,1,2,0,2,0,2,2,2,2,2,0,1,84.35,3571.6,3,0
0,0,1,0,1,0,2,1,1,1,1,1,1,0,0,3,20.5,563.05,2,0
0,0,1,1,1,2,0,2,2,2,2,0,2,2,1,0,79.5,5661.7,5,0
0,0,1,0,1,2,2,1,1,1,1,1,1,2,0,3,25.5,1281.25,4,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.7,151.65,0,1
0,1,0,0,1,2,1,0,1,0,0,0,0,0,1,1,79.99611994078862,632.1851880957707,0,1
1,0,1,1,1,2,0,2,0,2,2,2,2,2,0,0,86.9,6194.1,5,0
0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,2,78.45,78.45,0,1
0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2,70.42401360150994,70.42401360150994,0,1
0,0,1,1,1,2,2,1,1,1,1,1,1,2,1,3,24.2,1445.2,5,0
0,0,0,0,1,2,1,0,1,1,0,0,0,0,1,2,84.29866947019515,917.2790818083713,0,1
1,0,0,0,1,2,0,2,2,2,0,0,2,2,1,1,74.6,4798.4,5,0
1,0,0,0,1,2,1,0,1,2,0,2,2,1,1,0,102.89338106274425,6012.272186426183,4,1
0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,1,41.1841875290898,933.4476044488274,1,1
0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.0,71.0,0,1
1,0,1,0,1,0,0,2,2,0,2,0,2,2,1,1,69.2,4671.65,5,0
0,0,1,0,1,2,0,2,2,2,2,2,2,2,0,1,89.3,6388.65,5,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,45.7,45.7,0,1
0,0,0,0,1,2,0,2,2,2,2,2,2,2,1,0,91.35,6697.2,5,0
0,1,0,0,1,2,1,2,2,2,2,2,2,1,1,0,110.8,3836.3,2,0
0,0,0,0,1,0,1,0,2,0,2,0,2,0,1,2,93.17444336607755,463.0073352322816,0,1
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,77.92785912073164,815.0386415446753,0,1
1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,80.8,80.8,0,1
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,76.82094169533397,165.02201039093057,0,1
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,20.1,1078.75,4,0
0,0,1,1,1,2,0,2,0,2,2,2,2,2,1,0,83.3,6042.7,5,0
0,0,1,0,1,0,2,1,1,1,1,1,1,0,1,3,19.9,45.75,0,0
0,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,20.5,398.55,1,0
1,1,0,0,1,2,2,1,1,1,1,1,1,2,0,0,25.4,1809.35,5,0
0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.35,442.6,1,0
0,0,1,0,1,2,1,0,2,2,0,2,2,0,1,2,105.62863033715037,6984.646683370227,5,1
0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,78.64045812362693,78.64045812362693,0,1
0,1,1,0,1,2,1,0,2,2,0,2,2,0,1,2,103.5,6479.4,5,0
1,0,0,0,1,2,1,0,2,2,2,2,2,2,0,0,109.2,7878.3,5,0
0,0,0,0,1,0,1,0,2,2,2,0,0,0,1,1,84.25,3264.5,3,1
1,0,0,0,1,0,1,0,0,1,0,2,0,0,1,2,84.83381789524827,84.83381789524827,0,1
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,21.1,741.0,2,0
0,0,0,0,1,2,1,0,1,1,0,2,2,0,0,2,101.77158761532628,540.6861357236298,0,1
1,0,1,1,1,2,0,0,2,0,0,0,2,0,0,2,64.4,1802.15,2,0
0,0,0,0,1,0,1,1,0,2,0,0,1,0,1,2,90.49703706945074,453.5067489581379,0,1
0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,1,85.10343519237604,747.9516560595492,0,1
1,0,0,0,1,2,1,0,2,2,2,2,2,0,1,3,112.95,1384.75,0,1
0,1,1,0,1,2,1,0,0,2,2,2,2,1,1,2,107.55,4533.9,3,1
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,20.9,1146.05,4,0
0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,1,80.85806173934161,751.6553744928943,0,1
0,0,0,0,1,0,1,2,2,0,0,2,2,0,1,1,99.1,1426.4,1,1
1,0,1,0,1,2,1,2,0,2,2,2,2,1,1,1,110.85,5275.8,3,1
1,0,0,0,1,0,2,1,1,1,1,1,1,1,1,3,19.55,839.4,3,0
1,0,0,0,1,2,1,2,2,2,2,2,0,0,1,0,106.65,1672.1,1,0
0,0,1,0,1,0,1,0,0,1,0,2,2,0,1,2,94.04761136313968,3117.79680666929,2,1
0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,1,93.94654257468434,195.93628401337477,0,1
0,0,0,0,1,2,1,0,1,0,0,2,2,0,1,1,101.29111676877234,101.29111676877234,0,1
1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,74.84466607872899,74.84466607872899,0,1
0,1,0,0,1,0,1,0,0,0,0,2,2,0,0,2,90.95,2897.95,2,0
1,0,1,1,1,0,1,2,2,0,2,0,2,2,0,0,95.1,6683.4,5,0
0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,79.63005551563677,2868.4479580522775,2,1
0,0,1,1,1,2,1,0,0,2,0,2,0,0,0,2,88.25,1460.65,1,1
0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,1,89.4767079858945,1267.0389405312546,1,1
0,0,0,0,1,2,1,0,2,0,0,0,2,0,1,2,89.95,2625.55,2,1
1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,50.0,1003.05,1,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,69.43477031980933,69.43477031980933,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,45.69841422721414,45.69841422721414,0,1
1,0,1,1,0,1,0,2,0,2,2,0,0,1,0,2,40.3,1794.8,3,0
0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,0,19.55,543.8,2,0
1,0,0,0,1,2,0,2,2,2,2,0,2,0,0,0,81.75,2028.8,2,0
1,0,0,0,1,2,2,1,1,1,1,1,1,2,0,0,25.55,1898.1,5,0
0,0,1,0,1,2,1,0,2,0,0,2,2,0,0,1,102.00139727078518,5618.175164550772,4,1
1,0,1,0,1,2,2,1,1,1,1,1,1,2,0,0,25.15,1940.85,5,0
1,0,0,0,1,0,0,2,0,2,0,0,2,2,0,0,65.55,4361.55,5,0
1,0,1,1,1,0,1,2,0,2,0,0,0,2,0,1,80.35,5375.15,5,0
0,0,1,1,0,1,0,2,0,2,2,2,2,2,0,1,59.85,3590.2,4,0
0,0,0,0,1,1,1,0,0,2,0,0,2,0,1,2,91.5625837984967,2368.5539114874064,2,1
0,0,0,1,1,2,2,1,1,1,1,1,1,2,1,1,25.0,1498.35,5,0
0,0,0,0,1,0,1,0,0,1,2,2,0,0,1,3,87.05095600826836,263.61177199005937,0,1
1,0,0,1,1,2,0,2,0,2,2,2,2,2,1,2,84.95,4984.85,4,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,76.51496710602336,333.5641318875375,0,1
0,0,1,1,1,0,1,0,2,0,0,2,2,1,1,2,95.0,5535.8,4,0
1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,24.020511906702318,217.82980530507106,0,1
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,20.1,486.05,2,0
1,0,1,1,1,2,1,2,2,2,2,2,2,1,1,0,113.45,5317.8,3,0
1,0,1,0,1,2,1,0,2,2,2,2,2,2,1,2,108.2,7840.6,5,0
0,1,1,0,1,2,1,0,0,2,1,2,2,0,1,0,103.63701822336341,1133.4251543660534,0,1
1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,73.44263318135894,306.1430749274668,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.3107160604267,70.3107160604267,0,1
0,0,1,0,1,2,1,0,0,0,0,0,1,0,0,1,86.7087186055488,856.7553480864258,0,1
0,0,0,0,1,2,1,0,1,0,0,0,2,0,1,2,90.04019074934673,368.1355585336181,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45.007592618862816,45.007592618862816,0,1
1,0,1,1,1,2,0,0,0,2,0,2,0,2,1,0,63.3,4189.7,5,0
0,0,0,0,1,2,1,0,2,2,2,0,0,1,1,0,90.25,6385.95,5,0
0,1,0,0,1,2,1,0,2,1,0,2,2,0,1,0,103.840347700369,5523.018079512526,4,1
0,0,0,0,1,2,1,2,2,2,2,2,2,2,1,3,113.2,3914.05,2,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.9,69.9,0,1
0,0,1,1,1,0,2,1,1,1,1,1,1,1,0,0,19.8,1336.65,5,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,70.50867484549491,915.5895813822224,1,1
0,0,0,0,1,2,2,1,1,1,1,1,1,2,1,0,25.6,1790.35,5,0
0,0,0,1,1,2,1,0,0,2,2,0,0,0,1,3,87.1,341.45,0,1
0,0,1,1,1,2,1,0,2,2,2,0,2,1,1,1,99.75,5608.4,4,0
1,0,0,0,1,2,2,1,1,1,1,1,1,2,1,1,24.45,1513.6,4,0
1,0,0,0,1,0,1,2,0,2,2,2,2,0,1,2,105.5,2686.05,2,0
0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,94.32173043854199,94.32173043854199,0,1
0,0,1,0,1,0,2,1,1,1,1,1,1,0,1,0,19.95,187.75,0,0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,20.65,1022.95,4,0
0,0,1,1,1,2,1,2,0,2,2,2,2,2,1,0,110.45,8058.85,5,0
0,0,1,1,0,1,0,2,2,2,2,0,2,2,0,1,55.65,3880.05,5,0
0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,65.82961004736255,939.9993150656552,1,1
0,0,1,0,1,2,1,2,0,0,0,2,0,0,1,0,89.8,4959.6,4,0
0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,20.05,471.7,2,0
0,1,1,0,1,2,0,2,2,2,2,2,2,2,1,0,89.85,6697.35,5,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.75231420474769,69.75231420474769,0,1
0,0,1,0,1,0,0,0,2,2,0,0,2,1,1,2,65.65,3094.65,3,0
1,1,0,0,1,2,1,0,0,2,0,2,0,0,1,2,88.8,88.8,0,1
1,0,1,0,1,1,0,0,0,0,0,2,0,0,0,1,84.93820628290044,3172.7270466424166,3,1
0,0,0,0,1,2,0,2,2,0,0,0,0,2,0,0,59.75,4265.0,5,0
1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,23.45,23.45,0,1
1,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,99.45,1200.15,0,1
1,0,1,1,1,2,1,0,2,0,2,0,0,0,1,0,83.55,2570.2,2,0
0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,20.1,1079.45,4,0
0,0,0,0,1,0,1,1,0,2,0,2,2,0,1,0,100.22131876971444,292.6444864817149,0,1
0,0,0,1,1,0,0,0,2,0,2,0,0,1,1,1,54.75,1266.35,2,0
1,1,1,1,1,2,1,0,2,2,2,2,2,0,1,0,110.75,4687.9,3,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,45.71698040873666,45.71698040873666,0,1
0,0,1,0,1,0,1,0,2,0,0,0,2,0,1,0,83.85,2674.15,2,0
1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,3,49.65,49.65,0,1
1,0,0,0,1,1,1,0,1,2,0,2,0,0,0,2,93.51016242225771,3019.871930302074,2,1
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,20.071189713467973,157.5188456131656,0,1
1,0,1,1,1,2,1,0,2,0,0,0,0,0,1,0,80.0,3769.7,3,0
0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,48.8,953.65,1,0
1,0,0,0,0,1,0,0,0,0,0,2,2,0,1,3,45.3,45.3,0,1
1,1,0,0,1,2,1,0,0,2,2,2,2,1,0,2,102.1,6688.1,5,0
0,1,0,0,1,2,1,0,0,2,0,2,2,1,1,2,100.0,5509.3,4,1
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,74.97401970968977,632.3697735164048,0,1
0,0,1,1,1,2,2,1,1,1,1,1,1,2,1,1,24.65,1171.3,3,0
0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,77.04558294839305,246.37548987566018,0,1
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,74.50642611570609,74.50642611570609,0,1
0,0,0,0,1,2,0,2,0,0,0,0,0,1,0,3,54.45,1893.5,2,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.67291765846089,316.966664225327,0,1
0,0,1,0,1,0,0,0,0,0,2,2,0,1,0,0,60.0,1347.15,1,0
1,0,1,1,1,2,0,2,2,2,2,2,2,2,1,3,90.5,4318.35,3,0
0,0,0,0,1,2,1,0,1,1,0,2,0,0,1,2,98.21857720540602,1059.6219361236456,0,1
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,20.55,1305.95,5,0
1,0,1,0,1,0,1,0,2,2,2,2,2,1,1,1,102.45,6654.1,5,0
0,0,1,1,1,2,1,0,0,2,0,2,2,1,0,0,101.25,5301.1,4,0
0,0,1,1,1,2,1,0,2,2,0,0,0,0,1,2,84.5,916.9,0,1
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,3,69.9,69.9,0,1
0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,80.23227169785584,145.08184906432484,0,1
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,19.75,624.15,2,0
0,0,0,0,1,2,0,2,2,0,0,2,0,0,1,0,69.5,1800.05,2,0
0,0,1,0,1,0,0,0,2,2,2,2,2,2,1,1,80.7,5705.05,5,0
0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,2,54.71417637052777,54.71417637052777,0,1
1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,78.07366838674068,545.8543079725007,0,1
1,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0,20.5,429.55,1,0
0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,2,78.30227986197421,3200.3431858272047,3,1
0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,76.65,333.6,0,1
0,0,0,0,1,2,1,0,2,0,0,2,2,0,0,2,103.85506132220871,6011.939899108503,4,1
0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,35.75,35.75,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,71.41396315072727,672.8570605788361,0,1
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,2,19.85,19.85,0,1
1,0,1,1,1,0,0,0,0,2,0,2,0,0,1,0,59.65,683.25,0,0
0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,19.4,358.05,1,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,50.665772094355496,152.68623017860253,0,1
0,0,0,0,1,2,1,0,0,1,0,2,0,0,1,1,88.70487030275207,450.0007901083745,0,1
1,0,1,0,1,0,1,2,0,0,2,0,2,0,1,2,89.25,2210.2,1,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.0,20.0,0,1
0,0,1,0,1,2,0,2,2,2,0,0,2,1,0,2,71.8,3472.05,4,0
0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,79.48157598324246,79.48157598324246,0,1
1,0,1,1,1,2,1,0,1,2,0,1,2,0,1,0,100.74860227424817,5006.616625379337,4,1
1,0,0,0,0,1,0,0,0,2,2,0,0,1,0,3,35.55,1309.15,3,0
0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,70.40145019589323,146.34548894801196,0,1
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,2,19.65,244.8,1,0
1,1,0,0,1,2,1,0,2,2,2,2,2,0,1,2,110.75,5832.0,4,0
0,0,0,0,1,2,1,0,2,2,2,2,2,2,1,2,111.25,7984.15,5,0
1,0,1,1,1,2,1,2,0,0,0,2,2,0,1,1,99.55,3204.65,2,1
1,0,1,0,1,2,2,1,1,1,1,1,1,2,0,1,25.05,1629.2,5,0
0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,78.94745415695024,78.94745415695024,0,1
1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,24.25,1077.95,3,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.54093188102819,69.54093188102819,0,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.6,69.6,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,24.39033995830608,37.57396441955536,0,1
1,0,1,1,1,0,1,0,0,0,0,2,0,0,1,0,79.5,868.5,0,1
0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,2,85.52142580917342,762.3351652601272,0,1
0,0,1,1,1,2,2,1,1,1,1,1,1,2,0,0,24.7,1810.55,5,0
0,1,1,0,1,0,2,1,1,1,1,1,1,1,0,3,19.6,727.8,3,0
0,0,0,0,1,0,0,2,2,2,2,0,0,2,1,1,64.9,3795.45,4,0
